"Název","Podtitul","Celexové číslo","Datum dokumentu",
"Rozsudek Soudního dvora (devátého senátu) ze dne 22. ledna 2015.#Régie communale autonome du stade Luc Varenne v. État belge.#Žádost o rozhodnutí o předběžné otázce podaná Cour d'appel de Mons.#Řízení o předběžné otázce – Směrnice 77/388/EHS – DPH – Osvobození od daně – Článek 13 část B písm. b) – Pojem ,nájem nemovitého majetku osvobozený od daně‘ – Přenechání fotbalového stadionu do užívání za protiplnění – Smlouva o užívání vyhrazující určitá práva a výsady vlastníkovi – Poskytování různých služeb vlastníkem, jež představují 80 % smluvně stanovené náhrady.#Věc C-55/14.","","62014CJ0055","2015-01-22",
"Rozsudek Soudního dvora (třetího senátu) ze dne 22. ledna 2015.#T-Mobile Austria GmbH v. Telekom-Control-Kommission.#Žádost o rozhodnutí o předběžné otázce podaná Verwaltungsgerichtshof.#Řízení o předběžné otázce – Sítě a služby elektronických komunikací – Směrnice 2002/20/ES – Článek 5 odst. 6 – Práva na užívání rádiových frekvencí a čísel – Směrnice 2002/21/ES – Článek 4 odst. 1 – Právo na opravný prostředek proti rozhodnutí vnitrostátního regulačního orgánu – Pojem ,podnik dotčený rozhodnutím přijatým vnitrostátním regulačním orgánem‘ – Článek 9b – Převod individuálních práv na užívání rádiových frekvencí – Nové přidělení práv na užívání rádiových frekvencí v návaznosti na fúzi dvou podniků.#Věc C-282/13.","","62013CJ0282","2015-01-22",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 22. ledna 2015.#Vasiliki Balazs a Casa Judeţeană de Pensii Cluj v. Casa Judeţeană de Pensii Cluj a Attila Balazs.#Žádosti o rozhodnutí o předběžné otázce podané Curtea de Apel Cluj.#Žádost o rozhodnutí o předběžné otázce – Sociální zabezpečení migrujících pracovníků – Nařízení (EHS) č. 1408/71 – Článek 7 odst. 2 písm. c) – Použitelnost úmluv o sociálním zabezpečení mezi členskými státy – Navrácený uprchlík pocházející z členského státu – Získání dob zaměstnání na území jiného členského státu – Žádost o přiznání dávky ve stáří – Odmítnutí.#Spojené věci C-401/13 a C-432/13.","","62013CJ0401","2015-01-22",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 22. ledna 2015.#Art & Allposters International BV v. Stichting Pictoright.#Žádost o rozhodnutí o předběžné otázce podaná Hoge Raad der Nederlanden.#Řízení o předběžné otázce – Duševní vlastnictví – Autorské právo a práva s ním související – Směrnice 2001/29/ES – Článek 4 – Právo na rozšiřování – Pravidlo vyčerpání – Pojem ‚předmět‘ – Přenos obrazu chráněného díla z papírového plakátu na malířské plátno – Nahrazení nosiče – Dopad na vyčerpání.#Věc C-419/13.","","62013CJ0419","2015-01-22",
"Rozsudek Soudního dvora (třetího senátu) ze dne 22. ledna 2015.#Stanley International Betting Ltd a Stanleybet Malta Ltd v. Ministero dell'Economia e delle Finanze a Agenzia delle Dogane e dei Monopoli di Stato.#Žádost o rozhodnutí o předběžné otázce podaná Consiglio di Stato.#Řízení o předběžné otázce – Články 49 SFEU a 56 SFEU – Svoboda usazování – Volný pohyb služeb – Hazardní hry – Vnitrostátní právní úprava – Změna uspořádání systému koncesí sjednocením data, k němuž uplynou doby platnosti – Nové koncesní řízení – Koncese s kratší dobou platnosti než předchozí koncese – Omezení – Naléhavé důvody obecného zájmu – Proporcionalita.#Věc C-463/13.","","62013CJ0463","2015-01-22",
"Rozsudek Soudního dvora (druhého senátu) ze dne 21. ledna 2015.#Georg Felber v. Bundesministerin für Unterricht, Kunst und Kultur.#Žádost o rozhodnutí o předběžné otázce podaná Verwaltungsgerichtshof.#Řízení o předběžné otázce – Sociální politika – Směrnice 2000/78/ES – Článek 2 odst. 1 a odst. 2 písm. a) a čl. 6 odst. 1 a 2 – Rozdílné zacházení na základě věku – Veřejná služba – Důchodový systém – Vnitrostátní právní úprava, která vylučuje započtení doby školní docházky ukončené před dovršením věku 18 let.#Věc C-529/13.","","62013CJ0529","2015-01-21",
"Rozsudek Soudního dvora (prvního senátu) ze dne 21. ledna 2015.#Unicaja Banco, SA a Caixabank SA v. José Hidalgo Rueda a další.#Žádosti o rozhodnutí o předběžné otázce podané Juzgado de Primera Instancia e Instrucción de Marchena.#Řízení o předběžné otázce – Směrnice 93/13/EHS – Smlouvy, které uzavírají prodávající nebo poskytovatelé se spotřebiteli – Hypoteční smlouvy – Klauzule týkající se úroků z prodlení – Zneužívající klauzule – Řízení o výkonu rozhodnutí týkajícího se hypotéky – Snížení výše úroků – Pravomoci vnitrostátního soudu.#Spojené věci C-482/13, C-484/13, C-485/13 a C-487/13.","","62013CJ0482","2015-01-21",
"Rozsudek Soudního dvora (druhého senátu) ze dne 15. ledna 2015.#Ryanair Ltd v. PR Aviation BV.#Žádost o rozhodnutí o předběžné otázce podaná Hoge Raad der Nederlanden.#Řízení o předběžné otázce – Směrnice 96/9/ES – Právní ochrana databází – Databáze, která není chráněná autorským právem ani zvláštním právem – Smluvní omezení práv uživatelů databáze.#Věc C-30/14.","","62014CJ0030","2015-01-15",
"Rozsudek Soudního dvora (pátého senátu) ze dne 15. ledna 2015.#Air Berlin plc & Co. Luftverkehrs KG v. Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband eV.#Žádost o rozhodnutí o předběžné otázce podaná Bundesgerichtshof.#Řízení o předběžné otázce – Nařízení (ES) č. 1008/2008 – Letecké služby – Článek 23 odst. 1 druhá věta – Transparentnost cen – Elektronický rezervační systém – Letecké tarify – Uvedení konečné ceny v každém okamžiku“.#Věc C-573/13.","","62013CJ0573","2015-01-15",
"Rozsudek Soudního dvora (pátého senátu) ze dne 15. ledna 2015.#Raad van bestuur van de Sociale verzekeringsbank v. L.F. Evans.#Žádost o rozhodnutí o předběžné otázce podaná Centrale Raad van Beroep.#Řízení o předběžné otázce – Určení právních předpisů vztahujících se na pracovníka v oblasti sociálního zabezpečení – Nařízení (EHS) č. 1408/71 – Použitelnost – Zaměstnání státního příslušníka členského státu na konzulátu třetího státu sídlícího na území jiného členského státu, na jehož území má pobyt – Vídeňská úmluva o konzulárních stycích – Článek 71 odst. 2 – Vnitrostátní právní předpisy přiznávající výhody, výsady a imunity osobám s trvalým pobytem.#Věc C-179/13.","","62013CJ0179","2015-01-15",
"Rozsudek Soudního dvora (osmého senátu) ze dne 15. ledna 2015.#Arne Forsgren v. Österreichisches Patentamt.#Žádost o rozhodnutí o předběžné otázce podaná Oberster Patent- und Markensenat.#Řízení o předběžné otázce – Humánní léčivé přípravky – Dodatkové ochranné osvědčení – Nařízení (ES) č. 469/2009 – Pojem ‚účinná látka‘ – Pneumokoková konjugovaná vakcína – Pediatrické použití – Proteinový nosič – Kovalentní vazba.#Věc C-631/13.","","62013CJ0631","2015-01-15",
"Rozsudek Soudního dvora (devátého senátu) ze dne 15. ledna 2015.#Birutė Šiba v. Arūnas Devėnas.#Žádost o rozhodnutí o předběžné otázce podaná Lietuvos Aukščiausiasis Teismas.#Řízení o předběžné otázce – Směrnice 93/13/EHS – Oblast působnosti – Spotřebitelské smlouvy – Smlouva o poskytování právních služeb uzavřená mezi advokátem a spotřebitelem.#Věc C-537/13.","","62013CJ0537","2015-01-15",
"Rozsudek Soudního dvora (druhého senátu) ze dne 14. ledna 2015.#Eventech Ltd v. The Parking Adjudicator.#Žádost o rozhodnutí o předběžné otázce podaná Court of Appeal (England & Wales) (Civil Division).#Řízení o předběžné otázce – Hospodářská soutěž – Státní podpory – Článek 107 odst. 1 SFEU – Povolení používat jízdní pruh pro autobusy vydávané pouze vozidlům londýnské taxislužby, avšak nikoliv vozidlům poskytujícím smluvní přepravu osob – Pojem ‚státní podpora‘ – Státní zdroje – Ekonomická výhoda – Selektivní výhoda – Vliv na obchod mezi členskými státy.#Věc C-518/13.","","62013CJ0518","2015-01-14",
"Rozsudek Soudního dvora (prvního senátu) ze dne 14. ledna 2015.#Raad van bestuur van het Uitvoeringsinstituut werknemersverzekeringen (Uwv) v. M.S. Demirci a další.#Žádost o rozhodnutí o předběžné otázce podaná Centrale Raad van Beroep.#Řízení o předběžné otázce – Dohoda o přidružení EHS-Turecko – Sociální zabezpečení migrujících pracovníků – Neuplatnění ustanovení o bydlišti – Doplňkové dávky poskytované na základě vnitrostátních právních předpisů – Podmínka bydliště – Uplatnění na bývalé turecké pracovníky – Turečtí státní příslušníci, kteří nabyli státní příslušnost hostitelského členského státu.#Věc C-171/13.","","62013CJ0171","2015-01-14",
"Rozsudek Soudního dvora (velkého senátu) ze dne 13. ledna 2015.#Rada Evropské unie a Evropská komise v. Stichting Natuur en Milieu a Pesticide Action Network Europe.#Kasační opravný prostředek – Nařízení (ES) č. 149/2008 – Nařízení, které stanoví maximální limity reziduí pesticidů – Žádost o vnitřní přezkum tohoto nařízení podaná podle nařízení (ES) č. 1367/2006 – Rozhodnutí Komise, kterým byly žádosti prohlášeny za nepřípustné – Individuálně určené opatření – Aarhuská úmluva – Platnost nařízení (ES) č. 1367/2006 s ohledem na tuto úmluvu.#Spojené věci C-404/12 P a C-405/12 P.","","62012CJ0404","2015-01-13",
"Rozsudek Soudního dvora (velkého senátu) ze dne 13. ledna 2015.#Rada Evropské unie a další v. Vereniging Milieudefensie a Stichting Stop Luchtverontreiniging Utrecht.#Kasační opravný prostředek – Směrnice 2008/50/ES – Směrnice o kvalitě vnějšího ovzduší a čistším ovzduší pro Evropu – Rozhodnutí týkající se oznámení Nizozemského království o prodloužení lhůty pro dosažení mezních hodnot pro oxid dusičitý a zproštění povinnosti uplatňovat mezní hodnoty pro částice (PM10) – Žádost o vnitřní přezkum tohoto rozhodnutí, podaná na základě ustanovení nařízení (ES) č. 1367/2006 – Rozhodnutí Komise prohlašující žádost za nepřípustnou – Individuálně určené opatření – Aarhuská úmluva – Platnost nařízení (ES) č. 1367/2006 z hlediska této úmluvy“.#Spojené věci C-401/12 P až C-403/12 P.","","62012CJ0401","2015-01-13",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 9. ledna 2015.#RG v. SF.#Řízení o předběžné otázce – Naléhavé řízení o předběžné otázce – Soudní spolupráce v občanských věcech – Příslušnost a uznávání a výkon rozhodnutí ve věcech manželských a ve věcech rodičovské zodpovědnosti – Únos dítěte – Nařízení (ES) č. 2201/2003 – Článek 11 odstavce 7 a 8.#Věc C-498/14 PPU.","","62014CJ0498","2015-01-09",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. prosince 2014.#Mohamed M’Bodj v. État belge.#Žádost o rozhodnutí o předběžné otázce podaná Cour constitutionnelle (Belgie).#Řízení o předběžné otázce – Listina základních práv Evropské unie – Článek 19 odst. 2 – Směrnice 2004/83/ES – Minimální normy týkající se podmínek přiznávání postavení uprchlíka nebo statusu podpůrné ochrany – Osoba, která má nárok na podpůrnou ochranu – Článek 15 písm. b) – Mučení a nelidské či ponižující zacházení nebo trest vůči žadateli v zemi původu – Článek 3 – Příznivější normy – Žadatel trpící vážným onemocněním – Neexistence odpovídající léčby v zemi původu – Článek 28 – Sociální péče – Článek 29 – Zdravotní péče“.#Věc C‑542/13.","","62013CJ0542","2014-12-18",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. prosince 2014.#The Queen, na žádost Seana Ambrose McCarthyho a dalších v. Secretary of State for the Home Department.#Žádost o rozhodnutí o předběžné otázce podaná High Court of Justice (England & Wales), Queen’s Bench Division (Administrative Court).#Občanství Evropské unie – Směrnice 2004/38/ES – Právo občanů Unie a jejich rodinných příslušníků svobodně se pohybovat a pobývat na území členského státu – Právo na vstup – Státní příslušník třetího státu, který je rodinným příslušníkem občana Unie a má pobytovou kartu vydanou členským státem – Vnitrostátní právní úprava podmiňující vstup na území daného státu předchozím získáním povolení ke vstupu – Článek 35 směrnice 2004/38/ES – Článek 1 Protokolu (č. 20) o použití některých hledisek článku 26 Smlouvy o fungování Evropské unie na Spojené království a Irsko“.#Věc C‑202/13.","","62013CJ0202","2014-12-18",
"Rozsudek Soudního dvora (prvního senátu) ze dne 18. prosince 2014.#Evropská komise v. Parker Hannifin Manufacturing Srl a Parker-Hannifin Corp.#Kasační opravný prostředek – Kartelové dohody – Evropský trh s námořními palivovými hadicemi – Nástupnictví právních subjektů – Přičitatelnost protiprávního jednání – Snížení pokuty Tribunálem – Pravomoc soudního přezkumu v plné jurisdikci“.#Věc C‑434/13 P.","","62013CJ0434","2014-12-18",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. prosince 2014.#Spojené království Velké Británie a Severního Irska v. Rada Evropské unie.#Žaloba na neplatnost – Koordinace systémů sociálního zabezpečení – Dohoda o přidružení EHS-Turecko – Rozhodnutí Rady o postoji, který má být zaujat jménem Evropské unie v Radě přidružení – Volba právního základu – Článek 48 SFEU – Článek 79 odst. 2 písm. b) SFEU – Článek 217 SFEU“.#Věc C‑81/13.","","62013CJ0081","2014-12-18",
"Rozsudek Soudního dvora (třetího senátu) ze dne 18. prosince 2014.#Sophia Marie Nicole Sanders v. David Verhaegen a Barbara Huber v. Manfred Huber.#Žádosti o rozhodnutí o předběžné otázce podané Amtsgericht Düsseldorf a Amtsgericht Karlsruhe.#Řízení o předběžné otázce – Prostor svobody, bezpečnosti a práva – Spolupráce v občanských věcech – Nařízení č. 4/2009 – Článek 3 – Příslušnost pro vydání rozhodnutí o žalobě ve věci výživného podané vůči osobě s bydlištěm v jiném členském státě – Vnitrostátní právní úprava zavádějící koncentraci příslušnosti“.#Spojené věci C‑400/13 a C‑408/13.","","62013CJ0400","2014-12-18",
"Rozsudek Soudního dvora (druhého senátu) ze dne 18. prosince 2014.#Staatssecretaris van Economische Zaken a Staatssecretaris van Financiën v. Q.#Žádost o rozhodnutí o předběžné otázce podaná Raad van State (Nizozemsko).#Řízení o předběžné otázce – Volný pohyb kapitálu – Daňové právní předpisy – Darovací daň – Osvobození ,venkovského statku‘ od daně – Neosvobození statku nacházejícího se na území jiného členského státu“.#Věc C‑133/13.","","62013CJ0133","2014-12-18",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 18. prosince 2014.#CA Consumer Finance SA v. Ingrid Bakkaus a další.#Žádost o rozhodnutí o předběžné otázce podaná Tribunal d’instance d’Orléans.#Řízení o předběžné otázce – Ochrana spotřebitele – Spotřebitelský úvěr – Směrnice 2008/48/ES – Předsmluvní informační povinnost – Povinnost provést kontrolu úvěruschopnosti dlužníka – Důkazní břemeno – Způsoby dokazování“.#Věc C‑449/13.","","62013CJ0449","2014-12-18",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 18. prosince 2014.#Fag og Arbejde (FOA) v. Kommunernes Landsforening (KL).#Žádost o rozhodnutí o předběžné otázce podaná retten i Kolding.#Řízení o předběžné otázce – Sociální politika – Propouštění – Důvod – Obezita zaměstnance – Obecná zásada zákazu diskriminace na základě obezity – Neexistence – Směrnice 2000/78/ES – Rovné zacházení v zaměstnání a povolání – Zákaz jakékoli diskriminace na základě zdravotního postižení – Existence ‚zdravotního postižení‘ “.#Věc C‑354/13.","","62013CJ0354","2014-12-18",
"Rozsudek Soudního dvora (třetího senátu) ze dne 18. prosince 2014.#Somalische Vereniging Amsterdam en Omgeving (Somvao) v. Staatssecretaris van Veiligheid en Justitie.#Žádost o rozhodnutí o předběžné otázce podaná Raad van State (Nizozemsko).#Řízení o předběžné otázce – Ochrana finančních zájmů Evropské unie – Nařízení (ES, Euratom) č. 2988/95 – Článek 4 – Souhrnný rozpočet Unie – Nařízení (ES, Euratom) č. 1605/2002 – Článek 53b odst. 2 – Rozhodnutí 2004/904/ES – Evropský fond pro uprchlíky na období 2005 až 2010 – Článek 25 odst. 2 – Právní základ povinnosti vymáhat nazpět dotaci v případě nesrovnalostí“.#Věc C‑599/13.","","62013CJ0599","2014-12-18",
"Rozsudek Soudního dvora (druhého senátu) ze dne 18. prosince 2014.#Staatssecretaris van Financiën v. X.#Žádost o rozhodnutí o předběžné otázce podaná Hoge Raad der Nederlanden.#Řízení o předběžné otázce – Svoboda usazování – Daňové právní předpisy – Daň z příjmů – Daňový poplatník-nerezident – Možnost odpočtu nákladů vynaložených v souvislosti s historickou památkou obývanou jejím vlastníkem – Nemožnost odpočtu pouze z důvodu, že památka chráněná ve státě bydliště není chráněna ve státě zdanění“.#Věc C‑87/13.","","62013CJ0087","2014-12-18",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 18. prosince 2014.#Evropská komise v. Polská republika.#Nesplnění povinnosti státem – Směrnice 2006/112/ES – DPH – Snížená sazba daně – Výrobky určené k protipožární ochraně“.#Věc C‑639/13).","","62013CJ0639","2014-12-18",
"Rozsudek Soudního dvora (prvního senátu) ze dne 18. prosince 2014.#Staatssecretaris van Financiën v. Schoenimport „Italmoda“ Mariano Previti vof a Turbu.com BV Turbu.com Mobile Phone’s BV v. Staatssecretaris van Financiën.#Žádosti o rozhodnutí o předběžné otázce podané Hoge Raad der Nederlanden.#Řízení o předběžné otázce – DPH – Šestá směrnice – Přechodný režim obchodu mezi členskými státy – Zboží odeslané nebo přepravované v rámci Společenství – Daňový podvod spáchaný v členském státě doručení – Zohlednění daňového podvodu v členském státě odeslání – Odmítnutí nároků na odpočet daně, osvobození od daně nebo vrácení daně – Neexistence vnitrostátních právních předpisů“.#Spojené věci C‑131/13, C‑163/13 a C‑164/13.","","62013CJ0131","2014-12-18",
"Rozsudek Soudního dvora (pátého senátu) ze dne 18. prosince 2014.#Azienda Ospedaliero-Universitaria di Careggi-Firenze v. Data Medical Service srl.#Žádost o rozhodnutí o předběžné otázce podaná Consiglio di Stato.#Řízení o předběžné otázce – Veřejné zakázky na služby – Směrnice 92/50/EHS – Článek 1 písm. c) a článek 37 – Směrnice 2004/18/ES – Článek 1 odst. 8 první pododstavec a článek 55 – Pojmy ,poskytovatel služeb‘ a ,hospodářský subjekt‘ – Veřejné nemocniční univerzitní zařízení – Zařízení, které má právní subjektivitu, jakož i podnikatelskou a organizační autonomii – Činnost, která primárně není vykonávána za účelem dosahování zisku – Institucionální cíl spočívající v poskytování zdravotnických služeb – Možnost poskytovat obdobné služby na trhu – Připuštění účasti v řízení o zadání veřejné zakázky“.#Věc C‑568/13.","","62013CJ0568","2014-12-18",
"Rozsudek Soudního dvora (šestého senátu) ze dne 18. prosince 2014.#Società Edilizia Turistica Alberghiera Residenziale (SETAR) SpA v. Comune di Quartu S. Elena.#Žádost o rozhodnutí o předběžné otázce podaná Commissione tributaria provinciale di Cagliari.#Řízení o předběžné otázce – Směrnice 2008/98/ES – Článek 15 – Nakládání s odpady – Možnost, aby původce odpadu sám prováděl jeho zpracování – Vnitrostátní prováděcí zákon, který byl přijat, ale dosud nenabyl účinnosti – Uplynutí lhůty pro provedení – Přímý účinek“.#Věc C‑551/13.","","62013CJ0551","2014-12-18",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. prosince 2014.#International Stem Cell Corporation v. Comptroller General of Patents, Designs and Trade Marks.#Žádost o rozhodnutí o předběžné otázce podaná High Court of Justice (England & Wales), Chancery Division).#Řízení o předběžné otázce – Směrnice 98/44/EHS – Článek 6 odst. 2 písm. c) – Právní ochrana biotechnologických vynálezů – Aktivace oocytů partenogenezí – Produkce lidských embryonálních kmenových buněk – Patentovatelnost – Vyloučení ‚použití lidských embryí pro průmyslové nebo obchodní účely‘ – Pojmy ,lidské embryo‘ a ,organismus schopný spustit proces vývoje lidské bytosti‘ “.#Věc C‑364/13.","","62013CJ0364","2014-12-18",
"Rozsudek Soudního dvora (velkého senátu) ze dne 18. prosince 2014.#Centre public d’action sociale d’Ottignies-Louvain-La-Neuve v. Moussa Abdida.#Žádost o rozhodnutí o předběžné otázce podaná Cour du travail de Bruxelles.#Řízení o předběžné otázce – Listina základních práv Evropské unie – Článek 19 odstavec 2 a článek 47 – Směrnice 2004/83/ES – Minimální normy týkající se podmínek přiznávání postavení uprchlíka nebo statusu podpůrné ochrany – Osoba, jež má nárok na podpůrnou ochranu – Článek 15 písmeno b) – Mučení či nelidské zacházení nebo trest vůči žadateli v zemi původu – Článek 3 – Příznivější normy – Vážně nemocný žadatel – Neexistence odpovídající léčby v zemi původu – Směrnice 2008/115/ES – Navracení neoprávněně pobývajících státních příslušníků třetích zemí – Článek 13 – Opravné prostředky s odkladným účinkem – Článek 14 – Záruky pro případ neukončeného návratu – Základní potřeby“.#Věc C‑562/13.","","62013CJ0562","2014-12-18",
"Rozsudek Soudního dvora (desátého senátu) ze dne 18. prosince 2014.#Generali-Providencia Biztosító Zrt v. Közbeszerzési Hatóság Közbeszerzési Döntőbizottság.#Žádost o rozhodnutí o předběžné otázce podaná Fővárosi Közigazgatási és Munkaügyi Bíróság.#Řízení o předběžné otázce – Veřejné zakázky – Zakázky nedosahující prahu stanoveného směrnicí 2004/18/ES – Články 49 SFEU a 56 SFEU – Použitelnost – Nepochybný přeshraniční význam – Důvody pro vyloučení ze zadávacího řízení – Vyloučení hospodářského subjektu, který se dopustil porušení pravidel hospodářské soutěže, které bylo v uplynulých pěti letech konstatováno pravomocným rozsudkem – Přípustnost – Proporcionalita“.#Věc C‑470/13.","","62013CJ0470","2014-12-18",
"Rozsudek Soudního dvora (prvního senátu) ze dne 18. prosince 2014.#Evropská komise v. Spojené království Velké Británie a Severního Irska.#Nesplnění povinnosti státem – Vrácení daní, které byly podle unijního práva vybrány neoprávněně – Vnitrostátní právní předpisy – Zpětné zkrácení promlčecí lhůty pro příslušné procesní prostředky – Zásada efektivity – Zásada ochrany legitimního očekávání“.#Věc C‑640/13).","","62013CJ0640","2014-12-18",
"Rozsudek Soudního dvora (pátého senátu) ze dne 18. prosince 2014.#LVP NV v. Belgische Staat.#Žádost o rozhodnutí o předběžné otázce podaná rechtbank van eerste aanleg te Brussel.#Řízení o předběžné otázce – Společná organizace trhů – Banány – Dovozní režim – Použitelné celní sazby“.#Věc C‑306/13.","","62013CJ0306","2014-12-18",
"Rozsudek Soudního dvora (prvního senátu) ze dne 18. prosince 2014.#Walter Larcher v. Deutsche Rentenversicherung Bayern Süd.#Žádost o rozhodnutí o předběžné otázce podaná Bundessozialgericht.#Řízení o předběžné otázce – Sociální zabezpečení migrujících pracovníků – Článek 45 SFEU – Článek 3 odstavec 1 nařízení (EHS) č. 1408/71 – Dávky ve stáří – Zásada zákazu diskriminace – Pracovník účastnící se v určitém členském státě před odchodem do důchodu režimu částečného pracovního úvazku zaměstnance v předdůchodovém věku – Zohlednění k přiznání nároku na starobní důchod v jiném členském státě“.#Věc C‑523/13.","","62013CJ0523","2014-12-18",
"Rozsudek Soudního dvora (osmého senátu) ze dne 11. prosince 2014.#Idexx Laboratories Italia Srl v. Agenzia delle Entrate.#Žádost o rozhodnutí o předběžné otázce podaná Corte suprema di cassazione.#Řízení o předběžné otázce – Nepřímé daně – DPH – Šestá směrnice – Články 18 a 22 – Nárok na odpočet – Pořízení uvnitř Společenství – Přenesení daňové povinnosti – Hmotněprávní požadavky – Formální náležitosti – Nedodržení formálních náležitostí“.#Věc C‑590/13.","","62013CJ0590","2014-12-11",
"Rozsudek Soudního dvora (šestého senátu) ze dne 11. prosince 2014.#Evropská komise v. Španělské království.#Nesplnění povinnosti státem – Článek 49 SFEU – Svoboda usazování – Společnosti poskytující správu přístavů – Řízení lidských zdrojů pro manipulační práce s nákladem – Zákaz hledat na trhu práce“.#Věc C‑576/13.","","62013CJ0576","2014-12-11",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 11. prosince 2014.#František Ryneš v. Úřad pro ochranu osobních údajů.#Žádost o rozhodnutí o předběžné otázce podaná Nejvyšším správním soudem.#Řízení o předběžné otázce – Směrnice 95/46/ES – Ochrana fyzických osob – Zpracování osobních údajů – Pojem ‚výkon výlučně osobních či domácích činností‘ “.#Věc C‑212/13.","","62013CJ0212","2014-12-11",
"Rozsudek Soudního dvora (pátého senátu) ze dne 11. prosince 2014.#Azienda sanitaria locale n. 5 „Spezzino“ a další v. San Lorenzo Soc. coop. Sociale a Croce Verde Cogema cooperativa sociale Onlus.#Žádost o rozhodnutí o předběžné otázce podaná Consiglio di Stato.#Řízení o předběžné otázce – Služby zdravotnické dopravy – Vnitrostátní právní úprava vyhrazující činnosti zdravotnické dopravy pro veřejná zdravotnická zařízení přednostně dobrovolnickým spolkům, které splňují právní požadavky a jsou registrované – Slučitelnost s unijním právem – Veřejné zakázky – Články 49 SFEU a 56 SFEU – Směrnice 2004/18/ES – Smíšené služby, na které se vztahuje zároveň příloha II A a příloha II B směrnice 2004/18 – Článek 1 odst. 2 písm. a) a d) – Pojem ‚veřejné zakázky na služby‘ – Úplatná povaha – Protiplnění spočívající v náhradě vynaložených nákladů“.#Věc C‑113/13.","","62013CJ0113","2014-12-11",
"Rozsudek Soudního dvora (pátého senátu) ze dne 11. prosince 2014.#Evropská komise v. Španělské království.#Nesplnění povinnosti státem – Články 56 SFEU a 36 Dohody o EHP – Služby nabízené ve Španělsku penzijními fondy a pojišťovnami usazenými v jiném členském státě – Zaměstnanecké penzijní plány – Povinnost jmenovat daňového zástupce s bydlištěm nebo sídlem ve Španělsku – Restriktivní charakter – Odůvodnění – Účinnost daňového dohledu a boj proti daňovým únikům – Přiměřenost“.#Věc C‑678/11.","","62011CJ0678","2014-12-11",
"Rozsudek Soudního dvora (pátého senátu) ze dne 11. prosince 2014.#Croce Amica One Italia Srl v. Azienda Regionale Emergenza Urgenza (AREU).#Žádost o rozhodnutí o předběžné otázce podaná Tribunale amministrativo regionale per la Lombardia.#Řízení o předběžné otázce – Veřejné zakázky na služby – Směrnice 2004/18/ES – Směrnice 89/665/EHS – Osobní situace zájemce nebo uchazeče – Předběžné zadání zakázky – Trestní vyšetřování vedené proti právnímu zástupci zadavatele – Rozhodnutí zadavatele nepřistoupit ke konečnému zadání zakázky a zrušit zadávací řízení – Soudní přezkum“.#Věc C‑440/13.","","62013CJ0440","2014-12-11",
"Rozsudek Soudního dvora (pátého senátu) ze dne 11. prosince 2014.#Cruz & Companhia Lda v. Instituto de Financiamento da Agricultura e Pescas IP (IFAP) a Caixa Central – Caixa Central de Crédito Agrícola Mútuo CRL.#Žádost o rozhodnutí o předběžné otázce podaná Tribunal da Relação de Lisboa.#Řízení o předběžné otázce – Zemědělství – Nařízení (EHS) č. 3665/87 – Článek 4 odst. 1 a článek 13 – Nařízení (EHS) č. 2220/85 – Článek 19 odst. 1 písm. a) – Vývozní náhrady – Záloha na náhradu – Podmínky uvolnění jistoty složené za účelem zajištění vrácení zálohy“.#Věc C‑128/13.","","62013CJ0128","2014-12-11",
"Rozsudek Soudního dvora (Desátý senát) ze dne 11. prosince 2014. # Evropská komise proti Řecké republice. # Věc C-677/13.","","62013CJ0677","2014-12-11",
"Rozsudek Soudního dvora (devátý senát) ze dne 11. prosince 2014. # Úřad pro harmonizaci na vnitřním trhu (ochranné známky a vzory) (OHIM) proti Kessel medintim GmbH. # Věc C-31/14 P.","","62014CJ0031","2014-12-11",
"rozsudek Soudního dvora (pátého senátu) ze dne 11. prosince 2014.#Khaled Boudjlida v. Préfet des Pyrénées-Atlantiques.#Žádost o rozhodnutí o předběžné otázce podaná tribunal administratif de Pau.#Řízení o předběžné otázce – Víza, azyl, přistěhovalectví a jiné politiky související s volným pohybem osob – Směrnice 2008/115/ES – Navracení neoprávněně pobývajících státních příslušníků třetích zemí – Zásada dodržování práva na obhajobu – Právo státního příslušníka třetí země s neoprávněným pobytem být vyslechnut před přijetím rozhodnutí, které se může dotknout jeho zájmů – Rozhodnutí o navrácení – Právo být vyslechnut před vydáním rozhodnutí o navrácení – Obsah tohoto práva“.#Věc C‑249/13.","","62013CJ0249","2014-12-11",
